created_at,consultant,date,project,hours,description,rate
2019-12-06 10:45:22,Evan You,2020-08-25,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-08-25,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-08-26,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-08-26,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-08-27,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-08-27,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-08-28,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Evan You,2020-08-28,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-08-29,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-08-29,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-08-30,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-08-30,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-08-31,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-08-31,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-09-01,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-09-01,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-09-02,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-09-02,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-09-03,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-09-03,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-09-04,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-09-04,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-09-05,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-09-05,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-09-06,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-09-06,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-09-07,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-09-07,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-09-08,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Evan You,2020-09-08,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-09-09,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-09-09,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-09-10,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-09-10,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-09-11,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-09-11,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-09-12,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Evan You,2020-09-12,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-09-13,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-09-13,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-09-14,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-09-14,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-09-15,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-09-15,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-09-16,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Evan You,2020-09-16,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-09-17,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-09-17,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-09-18,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-09-18,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-09-19,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-09-19,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-09-20,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-09-20,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-09-21,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-09-21,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-09-22,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-09-22,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-09-23,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-09-23,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-09-24,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-09-24,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-09-25,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-09-25,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-09-26,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Evan You,2020-09-26,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-09-27,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-09-27,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-09-28,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Evan You,2020-09-28,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-09-29,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-09-29,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Evan You,2020-09-30,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-09-30,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-10-01,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-10-01,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-10-02,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-10-02,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-10-03,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-10-03,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-10-04,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-10-04,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-10-05,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-10-05,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-10-06,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-10-06,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-10-07,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-10-07,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-10-08,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-10-08,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-10-09,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-10-09,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-10-10,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Evan You,2020-10-10,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-10-11,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-10-11,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-10-12,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-10-12,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-10-13,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-10-13,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-10-14,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-10-14,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-10-15,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-10-15,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Evan You,2020-10-16,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-10-16,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-10-17,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-10-17,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-10-18,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-10-18,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-10-19,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-10-19,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-10-20,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-10-20,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-10-21,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Evan You,2020-10-21,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-10-22,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-10-22,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-10-23,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-10-23,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-10-24,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-10-24,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-10-25,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Evan You,2020-10-25,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-10-26,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-10-26,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-10-27,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Evan You,2020-10-27,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-10-28,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-10-28,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-10-29,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-10-29,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-10-30,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-10-30,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-10-31,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-10-31,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-11-01,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-11-01,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-11-02,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-11-02,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-11-03,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-11-03,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-11-04,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-11-04,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-11-05,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Evan You,2020-11-05,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-11-06,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-11-06,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Evan You,2020-11-07,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Evan You,2020-11-07,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-11-08,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-11-08,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-11-09,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-11-09,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-11-10,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-11-10,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-11-11,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-11-11,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-11-12,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-11-12,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-11-13,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-11-13,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-11-14,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-11-14,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-11-15,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-11-15,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-11-16,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-11-16,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-11-17,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-11-17,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-11-18,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-11-18,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-11-19,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-11-19,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Evan You,2020-11-20,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-11-20,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-11-21,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-11-21,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-11-22,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-11-22,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-11-23,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-11-23,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-11-24,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-11-24,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-11-25,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-11-25,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-11-26,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-11-26,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Evan You,2020-11-27,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-11-27,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-11-28,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-11-28,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-11-29,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-11-29,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-11-30,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-11-30,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-12-01,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-12-01,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-12-02,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-12-02,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-12-03,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-12-03,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-12-04,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Evan You,2020-12-04,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-12-05,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-12-05,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-12-06,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-12-06,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-12-07,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-12-07,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-12-08,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-12-08,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-12-09,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-12-09,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-12-10,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-12-10,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-12-11,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-12-11,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-12-12,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-12-12,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-12-13,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-12-13,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-12-14,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-12-14,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-12-15,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-12-15,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-12-16,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-12-16,_Vacation,4,,Vacation
2019-12-06 10:45:22,Evan You,2020-12-17,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-12-17,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-12-18,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Evan You,2020-12-18,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-12-19,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-12-19,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-12-20,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-12-20,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-12-21,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-12-21,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-12-22,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Evan You,2020-12-22,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-12-23,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-12-23,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-12-24,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Evan You,2020-12-24,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-12-25,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Evan You,2020-12-25,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Evan You,2020-12-26,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-12-26,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Evan You,2020-12-27,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Evan You,2020-12-27,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-12-28,_Sick,4,,Sick
2019-12-06 10:45:22,Evan You,2020-12-28,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Evan You,2020-12-29,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Evan You,2020-12-29,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Evan You,2020-12-30,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Evan You,2020-12-30,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Evan You,2020-12-31,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Evan You,2020-12-31,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-06,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-06,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-07,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-07,_Training,5,Core concepts,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-08,_Vacation,4,,Vacation
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-08,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-09,Quasar,6,Performance refactoring and new typescript types,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-09,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-10,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-10,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-11,_Vacation,4,,Vacation
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-11,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-12,_Sales,6,Demo materials for Toronto conference,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-12,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-13,Python,4,Work on PEP1024 - Mandatory types,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-13,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-14,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-14,_Personal Day,4,,Personal Day
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-15,_Vacation,4,,Vacation
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-15,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-16,_Sick,4,,Sick
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-16,Google,4,Merge of community packages into Go standard library,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-17,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-17,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-18,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-18,_Sick,4,,Sick
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-19,_Vacation,4,,Vacation
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-19,_Sick,4,,Sick
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-20,_Sick,4,,Sick
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-20,Vue,5,Updates of all Vue.js documentation examples using typescript,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-21,_Travel Time,4,Commute to Toronto,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-21,_Sick Day,4,,Sick Day
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-22,React,6,Merge of React codebase into Vue.js,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-22,Ruby on Rails,5,Porting RoR into Golang,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-23,_Unpaid Leave,4,,Unpaid Leave
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-23,Spotify,6,Identify and document team delivery best practicies,Standard
2019-12-06 10:45:22,Razvan Stoenescu,2019-12-24,_Travel Time,4,Commute to Toronto,Standard
